Input Word,True Output,My Decoded Output,Matching or Not
lab,ల్యాబ్,లాబ్,No
anakaaputtoorulo,అనకాపుత్తూరులో,అనకాపుత్తురులో,No
vishvasaniiyata,విశ్వసనీయత,విశ్వసనీయత,Yes
moolapadadam,మూలపడడం,మూలపడడం,Yes
ithivrutham,ఇతివృత్తం,ఇతివృతం,No
prudential,ప్రూడెన్షియల్,ప్రీడేన్యియల్,No
henson,హెన్సన్,హెన్సన్,Yes
yeekrindi,యీక్రింది,యెక్రింది,No
saunders,సౌండర్స్,సాండర్స్,No
bhishmudiki,భీష్ముడికి,భిష్ముడికి,No
aarka,ఆర్కా,ఆర్క,No
kriyalaku,క్రియలకు,క్రియలకు,Yes
vunnaarandaru,వున్నారందరు,వున్నారందరు,Yes
kathakudu,కథకుడు,కథకుడు,Yes
aatmalaku,ఆత్మలకు,ఆత్మలకు,Yes
velikiteestoone,వెలికితీస్తూనే,వెలికితీస్తోనే,No
raadha,రాధ,రాధ,Yes
pratibimbistuu,ప్రతిబింబిస్తూ,ప్రతిబింబిస్తూ,Yes
nivaasasthudigaa,నివాసస్థుడిగా,నివాసస్థుడిగా,Yes
paso,పసో,పసో,Yes
karivepaaku,కరివేపాకు,కరివేపాకు,Yes
rakshinchataaniki,రక్షించటానికి,రక్షించటానికి,Yes
mahalakshmi,మహాలక్ష్మి,మహాలక్ష్మి,Yes
bharatiiyulapai,భారతీయులపై,భారతీయులపై,Yes
aaharamugaa,ఆహారముగా,ఆహరముగా,No
dixon,డిక్సన్,డిక్సన్,Yes
balaghat,బాలఘాట్,బాలతత్,No
jarupukuntunna,జరుపుకుంటున్న,జరుపుకుంటున్న,Yes
velletappudu,వెళ్ళేటప్పుడు,వెళ్లేటప్పుడు,No
rajasthan,రాజస్థాన్,రాజస్థాన్,Yes
dhigaaru,దిగారు,ధిగారు,No
mobile,మొబైల్,మోబిలే,No
intikeltaanani,ఇంటికెళ్తానని,ఇంటికెళ్తానని,Yes
mahaalaya,మహాలయ,మహాలయ,Yes
kalisiyundunu,కలిసియుండును,కలిసియుండును,Yes
waarrior,వారియర్,వార్రియర్,No
thaagubothula,తాగుబోతుల,తాగుబోతుల,Yes
kollayi,కొల్లాయి,కొల్లాయి,Yes
charithrakarulaku,చరిత్రకారులకు,చరిత్రకరులకు,No
teesukovaalsi,తీసుకోవాల్సి,తీసుకోవాల్సి,Yes
tikket,టికెట్,టిక్కెట్,No
cheratam,చేరటం,చేరటం,Yes
khan,ఖాన్,ఖాన్,Yes
departure,డిపార్చర్,డిపార్టర్,No
janesville,జెనెస్విల్ల్,జానేశ్విల్లే,No
uppal,ఉప్పల్,ఉప్పల్,Yes
bhagawat,భగవత్,భగవాత్,No
tirigiposaagindi,తిరిగిపోసాగింది,తిరిగిపోసాగింది,Yes
aktiviti,ఆక్టివిటీ,అక్తివితి,No
dhilliini,ఢిల్లీని,ధిల్లీని,No
padavalasina,పడవలసిన,పడవలసిన,Yes
padhilangaa,పదిలంగా,పదిలంగా,Yes
dhigabadina,దిగబడిన,ధిగబడిన,No
universitylo,యూనివర్శిటీలో,యూనివర్సిటీలో,No
lohamtho,లోహంతో,లోహంతో,Yes
kandaraalaku,కండరాలకు,కండరాలకు,Yes
prakatinchabotunnatlu,ప్రకటించబోతున్నట్ల,ప్రకటించబోతున్నట్లు,No
ludivic,లుడివిక్,లుదివిక్,No
adistaanam,అదిస్టానం,అదిస్తానం,No
koolchivesi,కూల్చివేసి,కూల్చివేసి,Yes
tisukupovadaniki,తీసుకుపోవడానికి,తిసుకుపోవడానికి,No
foodworks,ఫుడ్వర్క్స్,ఫూడ్వార్క్స్,No
rochester,రోచేస్టర్,రోచెస్టర్,No
roodlu,రోడ్లు,రోడ్లు,Yes
strongsville,స్ట్రాంగ్స్విల్ల్,స్ట్రోంగ్వివ్ల్ల,No
gandhi,గాంధి,గాంధి,Yes
kshinathaku,క్షీణతకు,క్షినతకు,No
bollaapalli,బొల్లాపల్లి,బొల్లాపల్లి,Yes
preet,ప్రీత్,ప్రీట్,No
pravesinchina,ప్రవేశించిన,ప్రవేశించిన,Yes
aandolanala,ఆందోళనల,ఆందోళనల,Yes
swanson,స్వన్సన్,స్వాన్సన్,No
daaditho,దాడితో,దాడితో,Yes
evmlane,ఇవిఎంలనే,ఎవ్జ్లేన్,No
andhinchaalane,అందించాలనే,అంధించాలనే,No
aadesinchagaa,ఆదేశించగా,ఆదేశించగా,Yes
ardhaalanu,అర్ధాలను,అర్థాలను,No
rojuluga,రోజులుగా,రోజులుగా,Yes
parinaamaaniki,పరిణామానికి,పరిణామానికి,Yes
terakekkabotondata,తెరకెక్కబోతోందట,తెరకెక్కబోతోందట,Yes
guuarani,గ్వారని,గౌరాని,No
shaastraveettha,శాస్త్రవేత్త,శాస్త్వరీత్త,No
taralistundagaa,తరలిస్తుండగా,తరలిస్తుండగా,Yes
agakunda,ఆగకుండా,అగాకుండా,No
spandistharo,స్పందిస్తారో,స్పందిస్తరో,No
antimarushi,అంతిమఋషి,అంతిమరుషి,No
baksing,బాక్సింగ్,బాక్సింగ్,Yes
chaestumdaa,చేస్తుందా,చేస్తుందా,Yes
gaduvunu,గడువును,గడువును,Yes
raapeti,రాపేటి,రాపేటి,Yes
peduthundagaa,పెడుతుండగా,పెడుతుండగా,Yes
bandhuvulaku,బంధువులకు,బంధువులకు,Yes
kaligina,కలిగినా,కలిగిన,No
moolikaa,మూలికా,మూలికా,Yes
kiranala,కిరణాల,కిరణాాల,No
buchchi,బుచ్చి,బుచ్చి,Yes
surgary,సర్జరీ,సురగగరీ,No
baker,బేకర్,బాకర్,No
athmatho,ఆత్మతో,అత్మతో,No
rakshakudu,రక్షకుడు,రక్షకుడు,Yes
prana,ప్రాణ,ప్రనా,No
mosley,మోస్లీ,మోస్లీ,Yes
balot,బ్యాలెట్,బలోట్,No
dashalavaareegaa,దశలవారీగా,దళశవారీగా,No
westindestho,వెస్టిండీస్తో,వెస్టిండేస్తో,No
suddhiga,శుద్ధిగా,శుద్ధిగ,No
golla,గొల్ల,గోళ్ల,No
athanni,అతన్ని,అతన్ని,Yes
kimidi,కిమిడి,కిమిడి,Yes
raajayyaniki,రాజ్యానికి,రాజయ్యనికి,No
felix,ఫిలిక్స్,ఫెలిక్స్,No
mukhaanni,ముఖాన్ని,ముఖాన్ని,Yes
bapat,బాపట్,బాపట్,Yes
rendellu,రెండేళ్ళు,రెండేళ్లు,No
liberty,లిబర్టీ,లిబెర్టి,No
nilichinan,నిలిచినన్,నిలిచినన్,Yes
puttaboye,పుట్టబోయే,పుట్టబోయే,Yes
bucchi,బుచ్చి,బుచ్చి,Yes
vipattula,విపత్తుల,విపత్తుల,Yes
deth,డెత్,దేత్,No
commerce,కామర్స్,కమర్కర్,No
vyabhichaara,వ్యభిచార,వ్యభిచార,Yes
karachi,కరాచీ,కరాచీ,Yes
uttamamgaa,ఉత్తమంగా,ఉత్తమంగా,Yes
chestunnaadantunnaaru,చేస్తున్నాడంటున్నా,చేస్తున్నాడంటున్నారు,No
kaasilo,కాశీలో,కాసిలో,No
dhittangaa,దిట్టంగా,ధిత్తంగా,No
thaittireeya,తైత్తిరీయ,తైట్తిరీయ,No
varnincharu,వర్ణించారు,వర్ణించారు,Yes
paruchoori,పరుచూరి,పరుచూరి,Yes
youngstown,యంగ్స్టౌన్,యౌంగ్స్టౌన్,No
upayooginchukobaduthundi,ఉపయోగించుకోబడుతుంద,ఉపయోగించుకోబడుతుంది,No
bharatiyulapie,భారతీయులపై,భారతియులపై,No
tharamgini,తరంగిణి,తరంగిని,No
tyler,టైలర్,టైలర్,Yes
higgins,హిగ్గిన్స్,హిగ్నిస్,No
dhavadalu,దవడలు,ధవదలు,No
madhyavartitvam,మధ్యవర్తిత్వం,మధ్యవర్తిత్వం,Yes
eduravtuntaayani,ఎదురౌతుంటాయని,ఎదురవ్తుంటాయని,No
tiraskarinchavachchu,తిరస్కరించవచ్చు,తిరస్కరించవచ్చు,Yes
paaraayanha,పారాయణ,పారాయణ,Yes
chaeyimchina,చేయించిన,చేయించిన,Yes
sciences,సైన్సెస్,స్కిన్సెస్,No
shaaku,షాకు,షాకు,Yes
oravadi,ఒరవడి,ఒరవడి,Yes
anwayinchewaaru,అన్వయించేవారు,అన్వయించేవారు,Yes
palpadindi,పాల్పడింది,పాల్పడింది,Yes
heritage,హెరిటేజ్,హెరిటేజ్,Yes
oohisthaaru,ఊహిస్తారు,ఊహిస్థారు,No
sambhaashanhala,సంభాషణల,సంభాషణల,Yes
ashta,అష్టా,అష్ట,No
strongsville,స్ట్రాంగ్స్విల్లే,స్ట్రోంగ్వివ్ల్ల,No
bible,బైబిల్,బిబ్లె,No
bhagavath,భగవత్,భగవత్,Yes
bayonne,బయోన్,బయోన్నే,No
leandro,లియండ్రో,లీండ్రో,No
samarpinchiri,సమర్పించిరి,సమర్పించిరి,Yes
nadhilooki,నదిలోకి,నధిలోకి,No
sandharbhamulo,సందర్భములో,సందర్భములో,Yes
aagaledu,ఆగలేదు,ఆగలేదు,Yes
samatulyata,సమతుల్యత,సమతుల్యత,Yes
kaayamu,కాయము,కాయము,Yes
penchutunnaaru,పెంచుతున్నారు,పెంచుతున్నారు,Yes
grishma,గ్రీష్మ,గృష్మ,No
betul,బేతుల్,బెతుల్,No
pramukhulalo,ప్రముఖులలో,ప్రముఖులలో,Yes
raajyasabha,రాజ్యసభ,రాజ్యసభ,Yes
muthyaalanu,ముత్యాలను,ముత్యాలను,Yes
vandina,వండిన,వండిన,Yes
jyaeshta,జ్యేష్ఠ,జ్యేష్ట,No
samchikaku,సంచికకు,సంచికకు,Yes
vaartalanu,వార్తలను,వార్తలను,Yes
nishtatho,నిష్టతో,నిష్టతో,Yes
jagdalpur,జగ్దల్పుర్,జగ్దా్పూర్,No
bhaaryaabhartala,భార్యాభర్తల,భార్యాభర్తల,Yes
aleem,అలీమ్,అలీమ్,Yes
kandara,కండర,కందర,No
finserv,ఫిన్సర్వ్,ఫిన్సర్వ్,Yes
chesaaru,చేసారు,చేశారు,No
balmer,బల్మెర్,బాల్మెర్,No
ghorangaa,ఘోరంగా,ఘోరంగా,Yes
dongatanaala,దొంగతనాల,దొంగతనాల,Yes
austreliapai,ఆస్ట్రేలియాపై,ఆస్ట్రెలియాపై,No
pachigaanee,పచ్చిగానే,పచ్చిగానీ,No
viswadaabhiraama,విశ్వదాభిరామ,విశ్వదాభిరామ,Yes
sophiaa,సోఫియా,సోఫియా,Yes
jharkhand,ఝార్ఖండ్,ధర్ఖంండ్,No
aastreliyaapai,ఆస్ట్రేలియాపై,ఆస్త్రేలియాపై,No
musharu,మూశారు,ముషారు,No
hormonula,హార్మోనుల,హోర్మోనుల,No
caagitampai,కాగితంపై,కాగిటంపై,No
prayaninchey,ప్రయాణించే,ప్రయాణించేయ్,No
vistharimpa,విస్తరింప,విస్తరింప,Yes
sarvumunu,సర్వమును,సర్వుమును,No
jyotsna,జ్యోత్స్న,జ్యోత్స్నా,No
lalchandani,లల్చందని,లాల్చండని,No
anthamavuthundhi,అంతమవుతుంది,అంతమవుతుంది,Yes
rgaanno,ర్గాన్నో,ర్గాన్నో,Yes
pradarsinchukunnaarani,ప్రదర్శించుకున్నార,ప్రదర్శించుకున్నారని,No
dhruveekarana,ధృవీకరణ,ధ్రువీకరణ,No
atmaga,ఆత్మగా,ఆట్మాగా,No
composites,కాంపోజిట్స్,కంపోసిటెస్,No
cherukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు,Yes
alankarinchabadi,అలంకరించబడి,అలంకరించబడి,Yes
padatamtho,పడటంతో,పడటంతో,Yes
panchaaraama,పంచారామ,పంచారామ,Yes
fluorochemicals,ఫ్ల్యూరోకెమికల్స్,ఫ్లూరోకెమెకాలిస్,No
bommalo,బొమ్మలో,బొమ్మలో,Yes
vartamaanam,వర్తమానం,వర్తమానం,Yes
hess,హెస్,హెస్,Yes
yadhurkonagalanu,ఎదుర్కొనగలను,యధుర్కొనగలను,No
amerikan,అమెరికన్,అమెరికన్,Yes
kottayam,కోట్టయం,కొట్టాయం,No
abhimaana,అభిమాన,అభిమాన,Yes
erpadataaniki,ఏర్పడటానికి,ఏర్పడటానికి,Yes
samudrikam,సాముద్రికం,సాముద్రికం,Yes
sainyalatho,సైన్యాలతో,సైన్యలతో,No
nirmoolinchaali,నిర్మూలించాలి,నిర్మూలించాలి,Yes
thippagaanae,తిప్పగానే,తిప్పగానే,Yes
bhopal,భోపాల్,భోపాల్,Yes
bhavincheevaru,భావించేవారు,భావించేవరు,No
gray,గ్రే,గ్రే,Yes
strokes,స్ట్రోక్స్,స్ట్రోక్స్,Yes
chathurdha,చతుర్ధ,చతుర్ధ,Yes
aadhaaraalanu,ఆధారాలను,ఆధారాలను,Yes
samsadh,సంసద్,సంసాధ్,No
redding,రెడ్డింగ్,రెడ్డింగ్,Yes
bhaaratheeyulapai,భారతీయులపై,భారతీయులపై,Yes
kaase,కాసే,కాసే,Yes
rutu,ఋతు,రుతు,No
sakramamaina,సక్రమమైన,సక్రమమైన,Yes
rasamaya,రసమయి,రసమయాయ,No
bhavanaalaku,భవనాలకు,భవనాలకు,Yes
astra,అస్త్ర,అస్త్ర,Yes
teesukunnaayi,తీసుకున్నాయి,తీసుకున్నాయి,Yes
prathaaparudhra,ప్రతాపరుద్ర,ప్రతాపరుధ్ర,No
haiskululo,హైస్కూలులో,హైస్కులులో,No
pataye,పతయే,పాటయే,No
daarina,దారిన,దారిన,Yes
vidvaamsudu,విద్వాంసుడు,విద్వాంసుడు,Yes
magadu,మగడు,మగాడు,No
cables,కేబుల్స్,కాబ్ల్స్,No
avannee,అవన్నీ,అవన్నీ,Yes
gloo,గ్లూ,గ్లూ,Yes
challagane,చల్లగానే,చల్లగానే,Yes
aadhwaryamuloo,ఆధ్వర్యములో,ఆధ్వర్యములో,Yes
samchaaramu,సంచారము,సంచారము,Yes
dhaulpur,ధవల్పూర్,ధౌల్పూర్,No
sulthanulu,సుల్తానులు,సుల్తనులు,No
kadupuloeki,కడుపులోకి,కడుపులోకి,Yes
daar,దార్,డార్,No
ddhi,ద్ధి,ద్ధి,Yes
vikalaangulu,వికలాంగులు,వికలాంగులు,Yes
domen,డొమైన్,డోమెన్,No
abhyarthulanu,అభ్యర్థులను,అభ్యర్థులను,Yes
aandolanalaku,ఆందోళనలకు,ఆందోళనలకు,Yes
tyagam,త్యాగం,త్యాగం,Yes
deeshi,దేశి,దీషి,No
avasaramai,అవసరమై,అవసరమై,Yes
tera,తెర,తెరా,No
gurtistundannaaru,గుర్తిస్తున్నదన్నా,గుర్తిస్తుందన్నారు,No
haveli,హవేలీ,హావేలి,No
yuddhaalu,యుద్ధాలు,యుద్ధాలు,Yes
sariraa,సరిరా,సరిరా,Yes
draoupadito,ద్రౌపదితో,ద్రాపూడితో,No
sarihaddulaloo,సరిహద్దులలో,సరిహద్దులలో,Yes
aalasyam,ఆలస్యం,ఆలస్యం,Yes
vasudevarao,వాసుదేవరావు,వాసుదేవరావు,Yes
luna,లూనా,లునా,No
departchar,డిపార్చర్,డిపార్టర్,No
ainappataki,ఐనప్పటికీ,ఐనన్పపటికి,No
aamodincharu,ఆమోదించారు,ఆమోదించారు,Yes
perugudala,పెరుగుదల,పెరుగుదల,Yes
whitaker,విటేకర్,విటకకర్,No
charita,చరిత,చరిత,Yes
gurraniki,గుర్రానికి,గుర్రానికి,Yes
chitraranga,చిత్రరంగ,చిత్రరంగ,Yes
infobeans,ఇన్ఫోబీన్స్,ఇన్ఫోబెయాన్స్,No
neramga,నేరంగా,నేరంగా,Yes
thippadam,తిప్పడం,తిప్పడం,Yes
ansari,అన్సారీ,అన్సారి,No
austrelialoni,ఆస్ట్రేలియాలోని,ఆస్ట్రీలియాలోని,No
industrial,ఇండస్ట్రియల్,ఇండస్ట్రీయల్,No
rasaru,రాసారు,రాసారు,Yes
guntur,గుంటూర్,గుంటూర్,Yes
grandhaalayaalanu,గ్రంథాలయాలను,గ్రంథాలయాలను,Yes
sandarbhamuna,సందర్భమున,సందర్భమున,Yes
sanniveshaallo,సన్నివేశాల్లో,సన్నివేశాల్లో,Yes
kutraku,కుట్రకు,కుట్రకు,Yes
vellipoyaademo,వెళ్లిపోయాడేమో,వెళ్ళిపోయాడేమో,No
infraprojects,ఇన్ఫ్రాప్రాజెక్ట్స,ఇన్ఫ్రాప్రెజెక్స్,No
kaasiki,కాశీకి,కాసికి,No
nadu,నాడు,నాుు,No
mede,మేడే,మీడే,No
chaturvedi,చతుర్వేది,చతుర్వేది,Yes
bhagalalo,భాగాలలో,భాగలలో,No
alochanato,ఆలోచనతో,ఆలోచనతో,Yes
nucleus,న్యూక్లియస్,న్యూక్యస్,No
vootam,వూతం,వూటం,No
amerikanla,అమెరికన్ల,అమెరికన్ల,Yes
heeroyin,హీరోయిన్,హీరోయిన్,Yes
himatsingka,హిమ్మత్సింగ్కా,హిమాట్సింగ్కా,No
sastravetta,శాస్త్రవేత్త,శాస్త్రవేత్త,Yes
reliance,రిలయన్స్,రిలీయాన్స్,No
randolph,రాండోల్ఫ్,రాండోల్ఫ్,Yes
sruti,శ్రుతి,శ్రూతి,No
vetanam,వేతనం,వేతనం,Yes
prakrutishaastra,ప్రకృతిశాస్త్ర,ప్రకృతిశాస్త్ర,Yes
ravo,రావో,రావో,Yes
leach,లీచ్,లెచ్,No
kamarhati,కమర్హటి,కమరరతి,No
savaranani,సవరణని,సవరణని,Yes
uttharayanam,ఉత్తరాయణము,ఉత్తరాయణం,No
nuuthanamgaa,నూతనంగా,నూతనంగా,Yes
caritrakarul,చరిత్రకారుల,కారిట్రాకారుల్,No
sankshobhaniki,సంక్షోభానికి,సంక్షోభననికి,No
cheyalekapotunnaamante,చేయలేకపోతున్నామంటే,చేయలేకపోతున్నామంటే,Yes
guravutunnappatiki,గురవుతున్నప్పటికి,గురవుతున్నప్పటికీ,No
south,సౌత్,సౌత్,Yes
pramaanhaalloo,ప్రమాణాల్లో,ప్రమాణాల్లో,Yes
bjploki,బీజేపీలోకి,బీజెప్లోకి,No
soubhari,సౌభరి,సౌభరి,Yes
laagadam,లాగడం,లాగడం,Yes
parween,పర్వీన్,పర్వీన్,Yes
kavithalanu,కవితలను,కవితలను,Yes
mana,మాన,ననన,No
chennai,చెన్నై,చెన్నై,Yes
parishodhistunnaarani,పరిశోధిస్తున్నారని,పరిశోధిస్తున్నారని,Yes
cheshaayani,చేశాయని,చేషాయని,No
emmelyelapai,ఎమ్మెల్యేలపై,ఎమ్మెల్యేలపై,Yes
peethaanni,పీఠాన్ని,పీఠాన్ని,Yes
matastula,మతస్తుల,మతస్తుల,Yes
pakkuna,పక్కున,పక్కున,Yes
tolagipotaayi,తొలగిపోతాయి,తొలగిపోతాయి,Yes
varasaloe,వరసలో,వరసలో,Yes
thanakuu,తనకూ,తనకూ,Yes
picca,పిక్క,పిక్కా,No
perth,పెర్త్,పెర్త్,Yes
belide,బిలైడ్,బెలిడే,No
cousin,కజిన్,కౌసిన్,No
sheboygan,షెబోయ్గన్,షెబోగ్యన్,No
rojurojukoo,రోజురోజుకూ,రోజురోజుకో,No
micqey,మిక్కీ,మిక్వీ,No
buddha,బుద్ధ,బుద్ధా,No
fasteners,ఫాస్టెనర్స్,ఫాస్టెనెర్స్,No
tanikhi,తనిఖీ,తనిఖి,No
gauravaalundi,గౌరవాలుండి,గౌరవాలుంది,No
vaarikee,వారికీ,వారికీ,Yes
udhampur,ఉధమ్పూర్,ఉధంపూర్,No
yuvata,యువత,యువత,Yes
khaaleelu,ఖాళీలు,ఖాళీలు,Yes
saarinchaaru,సారించారు,సారించారు,Yes
escondido,ఎస్కోండిడో,ఎస్కాండిడో,No
pooshinchaaru,పోషించారు,పోషించారు,Yes
madhya,మధ్య,మధ్య,Yes
dhanaguptudu,ధనగుప్తుడు,ధనగుప్తుడు,Yes
assam,అస్సాం,అస్సాం,Yes
chitranshi,చిత్రాంశీ,చిత్రనంషి,No
samchaara,సంచార,సంచార,Yes
mrutiki,మృతికి,మృతికి,Yes
soochikalanu,సూచికలను,సూచికలను,Yes
subhratha,శుభ్రత,శుభ్రత,Yes
praatipadikapie,ప్రాతిపదికపై,ప్రాతిపదికపై,Yes
rehman,రెహ్మాన్,రెహ్మాన్,Yes
dunwoody,డన్వుడీ,డు్్వుడీ,No
unnanthavaraku,ఉన్నంతవరకూ,ఉన్నంతవరకు,No
granthaalayyalanu,గ్రంథాలయాలను,గ్రంథాలయ్యలను,No
kechap,కెచప్,చెచెప్,No
janapadham,జానపదం,జనపధం,No
aajaad,ఆజాద్,ఆజాద్,Yes
sing,సింగ్,సింగ్,Yes
ujjain,ఉజ్జయిన్,ఉజ్జైన్,No
dharsanaaniki,దర్శనానికి,ధర్శనానికి,No
vikram,విక్రమ్,విక్రం,No
ander,అండర్,ఆండర్,No
avetar,అవతార్,అవేతర్,No
agnyapinchina,ఆజ్ఞాపించిన,అజ్ఞ్యపించిన,No
maartial,మార్షల్,మార్టియల్,No
aranyamloo,అరణ్యంలో,అరణ్యంలో,Yes
tejaswini,తేజస్విని,తేజస్విని,Yes
nipunudu,నిపుణుడు,నిపుణుడు,Yes
suukti,సూక్తి,సూక్తి,Yes
anveshisthuu,అన్వేషిస్తూ,అన్వేషిస్తూ,Yes
srinagar,శ్రీనగర్,శ్రీనాగర్,No
jaaree,జారీ,జారీ,Yes
lucie,లూసీ,లూసీ,Yes
rakanganuu,రకంగానూ,రకంగాూూ,No
vishnuvunu,విష్ణువును,విష్ణువును,Yes
varavararao,వరవరరావు,వరరవరావు,No
tharamgaalanu,తరంగాలను,తరంగాలను,Yes
maaruteeravu,మారుతీరావు,మారుతీరవు,No
vyavaharinche,వ్యవహరించే,వ్యవహరించే,Yes
balopetamavutunnaayi,బలోపేతమవుతున్నాయి,బలోపేతమవుతున్నాయి,Yes
dubey,దుబెయ్,డూబీ,No
praatipadikagaa,ప్రాతిపదికగా,ప్రాతిపదికగా,Yes
palachani,పలచని,పాలచని,No
francisco,ఫ్రాన్సిస్కో,ఫ్రాంకిస్సో,No
pattukuntunnappatikee,పట్టుకుంటున్నప్పటి,పట్టుకుంటున్నప్పటికీ,No
tidipiloki,టీడీపీలోకి,తిడిపిలోకి,No
agnani,అజ్ఞాని,అజ్ఞాని,Yes
aahvaanaalu,ఆహ్వానాలు,ఆహ్వానాలు,Yes
viramana,విరమణ,విరామన,No
mundumaataloo,ముందుమాటలో,ముందుమాటలో,Yes
betaala,బేతాళ,బేటాల,No
maruti,మారుతి,మారుతి,Yes
kavayitriga,కవయిత్రిగా,కవయిత్రిగా,Yes
krishna,కృష్ణ,కృష్ణ,Yes
aidellake,అయిదేళ్లకే,ఐదేళ్ళకే,No
prathibimba,ప్రతిబింబ,ప్రతిబింబ,Yes
mostunnappude,మోస్తున్నప్పుడే,మోస్తున్నప్పుడే,Yes
macon,మేకన్,మేకోన్,No
aasaya,ఆశయ,ఆశయ,Yes
yenatikii,ఏనాటికీ,యననటికీ,No
robins,రాబిన్స్,రోబిన్స్,No
neethi,నీతి,నీతి,Yes
laabhadaayakamaina,లాభదాయకమైన,లాభదాయకమైన,Yes
airtel,ఎయిర్టెల్,ఎయిర్టెల్,Yes
manushya,మనుష్య,మనుష్య,Yes
anaparthi,అనపర్తి,అనపర్తి,Yes
arthamloo,అర్థంలో,అర్థంలో,Yes
yakima,యాకిమా,యాకిమా,Yes
bodhimchadaaniki,బోధించడానికి,బోధించడానికి,Yes
patan,పటాన్,పతాన్,No
sastrachikitsaloe,శస్త్రచికిత్సలో,శస్త్రచికిత్సలో,Yes
maikrofloraanu,మైక్రోఫ్లోరాను,మైక్రోల్ఫోరాయును,No
dhanyam,ధాన్యం,ధన్యం,No
morrison,మారిసన్,మొరిరన్న్,No
pooritha,పూరిత,పూరిత,Yes
pakisthan,పాకిస్థాన్,పాకిష్థన్,No
telangana,తెలంగాణా,తెలంగాణ,No
arthamlo,అర్థంలో,అర్థంలో,Yes
roogaanni,రోగాన్ని,రోగాన్ని,Yes
kaalakramena,కాలక్రమేణ,కాలక్రమేనా,No
varninchee,వర్ణించీ,వర్ణించే,No
prathibimbam,ప్రతిబింబం,ప్రతిబింబం,Yes
shravanabelagola,శ్రావణబెళగొళ,శ్రవణబోలలోగల,No
conasaaginchanunnaru,కొనసాగించనున్నారు,కొనసాగించుున్నారు,No
raajawwato,రాజవ్వతో,రాజవోవతో,No
abhimaanulee,అభిమానులే,అభిమానులీ,No
nallapareddi,నల్లపరెడ్డి,నల్లపరెడ్డి,Yes
palapunta,పాలపుంత,పాలపుంట,No
cukie,కుకీ,క్యూకి,No
tanaku,తనకూ,తనకు,No
alavatina,అలవాటైన,అలవాటినా,No
vinipistoo,వినిపిస్తూ,వినిపిస్తూ,Yes
yaantrikamaina,యాంత్రికమైన,యాంత్రికమైన,Yes
pragalbhaalu,ప్రగల్భాలు,ప్రగల్భాలు,Yes
krushnaarjunulu,కృష్ణార్జునులు,కృష్ణార్జునులు,Yes
aavaginjantha,ఆవగింజంత,ఆవగింజంత,Yes
chesukuntundannadi,చేసుకుంటుందన్నది,చేసుకుంటుందన్నది,Yes
erpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
cheptoo,చెప్తూ,చెప్తూ,Yes
anneeseeju,అన్నీసీజు,అన్నీశీజు,No
praantamuloo,ప్రాంతములో,ప్రాంతములో,Yes
kaalidasu,కాళిదాసు,కాళిదసు,No
pattukunnaamanna,పట్టుకున్నామన్న,పట్టుకున్నామన్న,Yes
amanagaa,ఏమనగా,అమనగా,No
duradrushtakara,దురదృష్టకర,దురదృష్టకర,Yes
samaachaaramlo,సమాచారంలో,సమాచారంలో,Yes
phangal,ఫంగల్,ఫంగా్,No
bedirimpulaku,బెదిరింపులకు,బెదిరింపులకు,Yes
samudaayaalu,సముదాయాలు,సముదాయాలు,Yes
ray,రే,రాయ్,No
khandince,ఖండించే,ఖాండిన్స్,No
nagaraallo,నగరాల్లో,నగరాల్లో,Yes
pradhanyamgaa,ప్రాధాన్యంగా,ప్రధాన్యంగా,No
kamdaraala,కండరాల,కందరాల,No
malaysiake,మలేషియాకే,మలాషియాకే,No
rangamma,రంగమ్మ,రంగమ్మా,No
maargadarshakudaina,మార్గదర్శకుడైన,మార్గదర్శకుడైన,Yes
cathedral,కేథడ్రల్,కాటెడ్రాల్,No
ane,అనె,అనే,No
avagaahana,అవగాహన,అవగాహన,Yes
briyan,బ్రియాన్,బ్రియన్,No
aavagimjamta,ఆవగింజంత,ఆవగింజంత,Yes
panitanam,పనితనం,పనితనం,Yes
steroid,స్టెరాయిడ్,స్టెరోయిడ్,No
kudinchutundi,కుదించుతుంది,కుదించుతుంది,Yes
iddhari,ఇద్దరి,ఇద్ధరి,No
thappukuntune,తప్పుకుంటూనే,తప్పుకుంటూనే,Yes
insurance,ఇన్సూరెన్స్,ఇన్సూరన్స్,No
kheda,ఖేద,ఖేద,Yes
greer,గ్రీర్,గ్రీర్,Yes
mamdha,మంద,మంద,Yes
anugrahistaayi,అనుగ్రహిస్తాయి,అనుగ్రహిస్తాయి,Yes
nagaur,నాగౌర్,నాగర్,No
dhaman,థమన్,ధానన్,No
shantiniketan,శాంతినికేతన్,శాంతిిికేతన్,No
ematram,ఏమాత్రం,ఏమత్రం,No
ayipoyindannaaru,అయిపోయిందన్నారు,అయిపోయిందన్నారు,Yes
polyplex,పోలీప్లెక్స్,పాలీప్లెక్స్,No
raamaayanam,రామాయణం,రామాయణం,Yes
maanthrika,మాంత్రిక,మాంత్రిక,Yes
singana,సింగన,సింగనా,No
daasii,దాసీ,దాసీ,Yes
mayday,మేడే,మెయాడ్,No
daldovaa,దల్దోవా,దల్్ోవా,No
breweries,బ్రీఎరీస్,బ్రూవీరీస్,No
