True Input,True Output,My Decoded Output,Matching or Not
sulabha,సులభ,సులభ,Yes
kajin,కజిన్,కజజిన్,No
poojimchadam,పూజించడం,పూజించడం,Yes
siliindraalu,శిలీంద్రాలు,శిలీద్రాంలు,No
saarinchaadu,సారించాడు,సారించాడు,Yes
tholinaalhlhaloo,తొలినాళ్ళలో,తోలినాళ్లలో,No
mayoru,మేయరు,మాయోరు,No
kolestaraal,కొలెస్టరాల్,కోలేస్తారాల్,No
junagadh,జూనాగఢ్,జునగాధ్,No
anivaaryamyna,అనివార్యమైన,అనివార్యమైన,Yes
imtagaa,ఇంతగా,ఇంటగా,No
pattinchukuntunnaayi,పట్టించుకుంటున్నాయ,పట్టించుకుంటున్నాయి,No
shubbir,షబ్బీర్,షబ్బీర్,Yes
wise,వైజ్,వియెస్,No
naastikudu,నాస్తికుడు,నాస్తికుడు,Yes
samaadhulanu,సమాధులను,సమాధులను,Yes
palakadam,పలకడం,పలకడం,Yes
pradhanoopaadhyaayudu,ప్రధానోపాధ్యాయుడు,ప్రధోనాధ్యాయుడు,No
lab,ల్యాబ్,లబ్,No
anakaaputtoorulo,అనకాపుత్తూరులో,అనకపుపూత్తూరులో,No
vishvasaniiyata,విశ్వసనీయత,విశ్వననియాత,No
moolapadadam,మూలపడడం,మూలపడడం,Yes
ithivrutham,ఇతివృత్తం,ఇతివృతం,No
prudential,ప్రూడెన్షియల్,ప్రుడేంటియల్,No
henson,హెన్సన్,హెన్సన్,Yes
yeekrindi,యీక్రింది,యీక్రింది,Yes
saunders,సౌండర్స్,సాండర్స్,No
bhishmudiki,భీష్ముడికి,భిష్ముడికి,No
aarka,ఆర్కా,ఆర్క,No
kriyalaku,క్రియలకు,క్రియలకు,Yes
vunnaarandaru,వున్నారందరు,వున్నారండరు,No
kathakudu,కథకుడు,కథకుడు,Yes
aatmalaku,ఆత్మలకు,ఆత్మలకు,Yes
velikiteestoone,వెలికితీస్తూనే,వెలికితీస్తూనే,Yes
raadha,రాధ,రాద,No
pratibimbistuu,ప్రతిబింబిస్తూ,ప్రతిబింసిస్తూ,No
nivaasasthudigaa,నివాసస్థుడిగా,నివాసస్థుడిగా,Yes
paso,పసో,పాోో,No
karivepaaku,కరివేపాకు,కరివేపాకు,Yes
rakshinchataaniki,రక్షించటానికి,రక్షించటానికి,Yes
mahalakshmi,మహాలక్ష్మి,మహాలక్ష్మీ,No
bharatiiyulapai,భారతీయులపై,భారతీయులపై,Yes
aaharamugaa,ఆహారముగా,ఆహరముగా,No
dixon,డిక్సన్,డిక్సన్,Yes
balaghat,బాలఘాట్,బలగాట్,No
jarupukuntunna,జరుపుకుంటున్న,జరుపుకుంటున్నా,No
velletappudu,వెళ్ళేటప్పుడు,వెళ్లేటప్పుడు,No
rajasthan,రాజస్థాన్,రాజస్థాన్,Yes
dhigaaru,దిగారు,ధిగారు,No
mobile,మొబైల్,మోబిలే,No
intikeltaanani,ఇంటికెళ్తానని,ఇంటికెళ్తానని,Yes
mahaalaya,మహాలయ,మహాలయ,Yes
kalisiyundunu,కలిసియుండును,కలిసియుండును,Yes
waarrior,వారియర్,వారిరోర్,No
thaagubothula,తాగుబోతుల,తాగుబోతుల,Yes
kollayi,కొల్లాయి,కొల్లాయి,Yes
charithrakarulaku,చరిత్రకారులకు,చరిత్రకరులకు,No
teesukovaalsi,తీసుకోవాల్సి,తీసుకోవాల్సి,Yes
tikket,టికెట్,టిక్కెట్,No
cheratam,చేరటం,చేరటం,Yes
khan,ఖాన్,ఖన్,No
departure,డిపార్చర్,డిపార్టర్,No
janesville,జెనెస్విల్ల్,జననస్విల్లే,No
uppal,ఉప్పల్,ఉప్పల్,Yes
bhagawat,భగవత్,భగవాట్,No
tirigiposaagindi,తిరిగిపోసాగింది,తిరిగిపోసాగింది,Yes
aktiviti,ఆక్టివిటీ,అక్తివితి,No
dhilliini,ఢిల్లీని,ధిల్లీని,No
padavalasina,పడవలసిన,పడవలసిన,Yes
padhilangaa,పదిలంగా,పధిలంగా,No
dhigabadina,దిగబడిన,ధిగబడిన,No
universitylo,యూనివర్శిటీలో,యూనివర్సిటీలో,No
lohamtho,లోహంతో,లోహంతో,Yes
kandaraalaku,కండరాలకు,కందరాలకు,No
prakatinchabotunnatlu,ప్రకటించబోతున్నట్ల,ప్రకటించబోతున్నట్లు,No
ludivic,లుడివిక్,లుడివిక్,Yes
adistaanam,అదిస్టానం,అడిస్తానం,No
koolchivesi,కూల్చివేసి,కూల్చివేసి,Yes
tisukupovadaniki,తీసుకుపోవడానికి,తిసుకుపోవడానికి,No
foodworks,ఫుడ్వర్క్స్,ఫూడ్వర్క్స్,No
rochester,రోచేస్టర్,రోచేస్టర్,Yes
roodlu,రోడ్లు,రూడ్లు,No
strongsville,స్ట్రాంగ్స్విల్ల్,స్ట్రోగ్వ్విల్లె,No
gandhi,గాంధి,గాంధి,Yes
kshinathaku,క్షీణతకు,క్షిణతకు,No
bollaapalli,బొల్లాపల్లి,బొల్లాపల్లి,Yes
preet,ప్రీత్,ప్రీట్,No
pravesinchina,ప్రవేశించిన,ప్రవేశించిన,Yes
aandolanala,ఆందోళనల,ఆందోళనల,Yes
swanson,స్వన్సన్,స్వాన్సన్,No
daaditho,దాడితో,దాడితో,Yes
evmlane,ఇవిఎంలనే,ఏవ్వలంనే,No
andhinchaalane,అందించాలనే,అంధించాలనే,No
aadesinchagaa,ఆదేశించగా,ఆదేశించగా,Yes
ardhaalanu,అర్ధాలను,అర్థాలను,No
rojuluga,రోజులుగా,రోజులుగా,Yes
parinaamaaniki,పరిణామానికి,పరిణామానికి,Yes
terakekkabotondata,తెరకెక్కబోతోందట,తెరకెక్కబోతోందట,Yes
guuarani,గ్వారని,గూరాణి,No
shaastraveettha,శాస్త్రవేత్త,శాస్త్రవీత్త,No
taralistundagaa,తరలిస్తుండగా,తరలిస్తుండగా,Yes
agakunda,ఆగకుండా,అగకుండ,No
spandistharo,స్పందిస్తారో,స్పందిస్తారో,Yes
antimarushi,అంతిమఋషి,ఆంటిమారుషి,No
baksing,బాక్సింగ్,బాక్సింగ్,Yes
chaestumdaa,చేస్తుందా,చేస్తుండా,No
gaduvunu,గడువును,గడువును,Yes
raapeti,రాపేటి,రాపేటి,Yes
peduthundagaa,పెడుతుండగా,పెడుతుండగా,Yes
bandhuvulaku,బంధువులకు,బంధువులకు,Yes
kaligina,కలిగినా,కలిగిన,No
moolikaa,మూలికా,మూలికా,Yes
kiranala,కిరణాల,కిరణాల,Yes
buchchi,బుచ్చి,బుచ్చి,Yes
surgary,సర్జరీ,సురర్జీ,No
baker,బేకర్,బాకర్,No
athmatho,ఆత్మతో,అత్మతో,No
rakshakudu,రక్షకుడు,రక్షకుడు,Yes
prana,ప్రాణ,ప్రణా,No
mosley,మోస్లీ,మోస్లీ,Yes
balot,బ్యాలెట్,బలోట్,No
dashalavaareegaa,దశలవారీగా,దశలవారీగా,Yes
westindestho,వెస్టిండీస్తో,వెస్టిందేస్తో,No
suddhiga,శుద్ధిగా,శుద్ధిగా,Yes
golla,గొల్ల,గోళ్ల,No
athanni,అతన్ని,అతన్ని,Yes
kimidi,కిమిడి,కిమిడి,Yes
raajayyaniki,రాజ్యానికి,రాజయ్యానికి,No
felix,ఫిలిక్స్,ఫెలిక్స్,No
mukhaanni,ముఖాన్ని,ముఖాన్ని,Yes
bapat,బాపట్,బాపాట్,No
rendellu,రెండేళ్ళు,రెండేళ్లు,No
liberty,లిబర్టీ,లైబెర్టీ,No
nilichinan,నిలిచినన్,నిలిచినన్,Yes
puttaboye,పుట్టబోయే,పుట్టబోయే,Yes
bucchi,బుచ్చి,బుచ్చి,Yes
vipattula,విపత్తుల,విపత్తుల,Yes
deth,డెత్,డెత్,Yes
commerce,కామర్స్,కమర్సర్,No
vyabhichaara,వ్యభిచార,వ్యభిచార,Yes
karachi,కరాచీ,కరచి,No
uttamamgaa,ఉత్తమంగా,ఉత్తమంగా,Yes
chestunnaadantunnaaru,చేస్తున్నాడంటున్నా,చేస్తున్నాడంటున్నారు,No
kaasilo,కాశీలో,కాసిలో,No
dhittangaa,దిట్టంగా,ధిత్తంగా,No
thaittireeya,తైత్తిరీయ,తైత్రితీయ,No
varnincharu,వర్ణించారు,వర్ణించారు,Yes
paruchoori,పరుచూరి,పరుచూరి,Yes
youngstown,యంగ్స్టౌన్,యౌంగ్స్టౌన్,No
upayooginchukobaduthundi,ఉపయోగించుకోబడుతుంద,ఉపయోగించుకోబడుతుంది,No
bharatiyulapie,భారతీయులపై,భరతీయులపై,No
tharamgini,తరంగిణి,తరంగిని,No
tyler,టైలర్,టైలర్,Yes
higgins,హిగ్గిన్స్,హిగ్నిస్,No
dhavadalu,దవడలు,ధవదలు,No
madhyavartitvam,మధ్యవర్తిత్వం,మధ్యవర్తిత్వం,Yes
eduravtuntaayani,ఎదురౌతుంటాయని,ఎదురవంటుంటాయని,No
tiraskarinchavachchu,తిరస్కరించవచ్చు,తిరస్కరించవచ్చు,Yes
paaraayanha,పారాయణ,పారాయణ,Yes
chaeyimchina,చేయించిన,చేయించిన,Yes
sciences,సైన్సెస్,స్కిన్సెస్,No
shaaku,షాకు,షాకు,Yes
oravadi,ఒరవడి,ఒరవడడి,No
anwayinchewaaru,అన్వయించేవారు,అన్వయించేవారు,Yes
palpadindi,పాల్పడింది,పాల్పడింది,Yes
heritage,హెరిటేజ్,హెరిటేజ్,Yes
oohisthaaru,ఊహిస్తారు,ఊహిస్తారు,Yes
sambhaashanhala,సంభాషణల,సంభాషణల,Yes
ashta,అష్టా,అష్ట,No
strongsville,స్ట్రాంగ్స్విల్లే,స్ట్రోగ్వ్విల్లె,No
bible,బైబిల్,బిబ్లే,No
bhagavath,భగవత్,భగవత్,Yes
bayonne,బయోన్,బయోన్నే,No
leandro,లియండ్రో,లీండ్రో,No
samarpinchiri,సమర్పించిరి,సమర్పించిరి,Yes
nadhilooki,నదిలోకి,నధిలోకి,No
sandharbhamulo,సందర్భములో,సంధర్భములో,No
aagaledu,ఆగలేదు,ఆగలేదు,Yes
samatulyata,సమతుల్యత,సమతుల్యత,Yes
kaayamu,కాయము,కాయము,Yes
penchutunnaaru,పెంచుతున్నారు,పెంచుతున్నారు,Yes
grishma,గ్రీష్మ,గ్రిష్మా,No
betul,బేతుల్,బెటల్,No
pramukhulalo,ప్రముఖులలో,ప్రముఖులలో,Yes
raajyasabha,రాజ్యసభ,రాజ్యసభభ,No
muthyaalanu,ముత్యాలను,ముత్యాలను,Yes
vandina,వండిన,వండిన,Yes
jyaeshta,జ్యేష్ఠ,జ్యేష్ట,No
samchikaku,సంచికకు,సంచికాకు,No
vaartalanu,వార్తలను,వార్తలను,Yes
nishtatho,నిష్టతో,నిష్టతతో,No
jagdalpur,జగ్దల్పుర్,జగ్దల్పూర్,No
bhaaryaabhartala,భార్యాభర్తల,భార్యాభర్తల,Yes
aleem,అలీమ్,అలీం,No
kandara,కండర,కందర,No
finserv,ఫిన్సర్వ్,ఫిన్సర్వ్,Yes
chesaaru,చేసారు,చేశారు,No
balmer,బల్మెర్,బల్మెర్,Yes
ghorangaa,ఘోరంగా,ఘోరంగా,Yes
dongatanaala,దొంగతనాల,దొంగతనాల,Yes
austreliapai,ఆస్ట్రేలియాపై,ఆస్ట్రేలియాపై,Yes
pachigaanee,పచ్చిగానే,పచ్గినానీ,No
viswadaabhiraama,విశ్వదాభిరామ,విశ్వదాభిరామ,Yes
sophiaa,సోఫియా,సోఫియా,Yes
jharkhand,ఝార్ఖండ్,జ్ఖరంద్,No
aastreliyaapai,ఆస్ట్రేలియాపై,ఆస్త్రేలియాపై,No
musharu,మూశారు,ముషారు,No
hormonula,హార్మోనుల,హోర్మోనుల,No
caagitampai,కాగితంపై,కాగితంపై,Yes
prayaninchey,ప్రయాణించే,ప్రయాణించే,Yes
vistharimpa,విస్తరింప,విస్తరింప,Yes
sarvumunu,సర్వమును,సర్వుమును,No
jyotsna,జ్యోత్స్న,జ్యోత్స్నా,No
lalchandani,లల్చందని,లాల్చండని,No
anthamavuthundhi,అంతమవుతుంది,అంతమవుతుంది,Yes
rgaanno,ర్గాన్నో,ర్గాన్నో,Yes
pradarsinchukunnaarani,ప్రదర్శించుకున్నార,ప్రదర్శించుకున్నారని,No
dhruveekarana,ధృవీకరణ,ధ్రువీకరణ,No
atmaga,ఆత్మగా,ఆట్మాగా,No
composites,కాంపోజిట్స్,కంపోస్టెస్,No
cherukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు,Yes
alankarinchabadi,అలంకరించబడి,అలంకరించబడి,Yes
padatamtho,పడటంతో,పడటంతో,Yes
panchaaraama,పంచారామ,పంచారామ,Yes
fluorochemicals,ఫ్ల్యూరోకెమికల్స్,ఫ్లూరోకెమాక్సాల్,No
bommalo,బొమ్మలో,బొమ్మలో,Yes
vartamaanam,వర్తమానం,వర్తమాణం,No
hess,హెస్,హెస్,Yes
yadhurkonagalanu,ఎదుర్కొనగలను,యధుర్కోగలనలు,No
amerikan,అమెరికన్,అమెరికన్,Yes
kottayam,కోట్టయం,కొత్తయం,No
abhimaana,అభిమాన,అభిమాన,Yes
erpadataaniki,ఏర్పడటానికి,ఏర్పడటానికి,Yes
samudrikam,సాముద్రికం,సాముద్రికం,Yes
sainyalatho,సైన్యాలతో,సైన్యలతో,No
nirmoolinchaali,నిర్మూలించాలి,నిర్మూలించాలి,Yes
thippagaanae,తిప్పగానే,తిప్పగానే,Yes
bhopal,భోపాల్,భోపాల్,Yes
bhavincheevaru,భావించేవారు,భావించేవరు,No
gray,గ్రే,గ్రే,Yes
strokes,స్ట్రోక్స్,స్ట్రోక్స్,Yes
chathurdha,చతుర్ధ,చతుర్ధా,No
aadhaaraalanu,ఆధారాలను,ఆధారాలను,Yes
samsadh,సంసద్,సంసాధ్,No
redding,రెడ్డింగ్,రెడ్డింగ్,Yes
bhaaratheeyulapai,భారతీయులపై,భారతీయులపై,Yes
kaase,కాసే,కాసే,Yes
rutu,ఋతు,రుతూ,No
sakramamaina,సక్రమమైన,సక్రమమైన,Yes
rasamaya,రసమయి,రసమాయ,No
bhavanaalaku,భవనాలకు,భవనాలకు,Yes
astra,అస్త్ర,ఆస్ట్ర,No
teesukunnaayi,తీసుకున్నాయి,తీసుకున్నాయి,Yes
prathaaparudhra,ప్రతాపరుద్ర,ప్రథాపరుధ్ర,No
haiskululo,హైస్కూలులో,హైస్కులో,No
pataye,పతయే,పటయే,No
daarina,దారిన,దారిన,Yes
vidvaamsudu,విద్వాంసుడు,విద్వాంసుడు,Yes
magadu,మగడు,మాగడు,No
cables,కేబుల్స్,కాబ్ల్స్,No
avannee,అవన్నీ,అవన్నీ,Yes
gloo,గ్లూ,గ్లూ,Yes
challagane,చల్లగానే,చల్లగానే,Yes
aadhwaryamuloo,ఆధ్వర్యములో,ఆధ్వర్యములో,Yes
samchaaramu,సంచారము,సంచారము,Yes
dhaulpur,ధవల్పూర్,ధాల్పూర్,No
sulthanulu,సుల్తానులు,సుల్తనులు,No
kadupuloeki,కడుపులోకి,కడుపులోకి,Yes
daar,దార్,దార్,Yes
ddhi,ద్ధి,ద్ధి,Yes
vikalaangulu,వికలాంగులు,వికలాంగులు,Yes
domen,డొమైన్,డోమెన్,No
abhyarthulanu,అభ్యర్థులను,అభ్యర్థులను,Yes
aandolanalaku,ఆందోళనలకు,ఆందోళనలకు,Yes
tyagam,త్యాగం,త్యాగం,Yes
deeshi,దేశి,డీషి,No
avasaramai,అవసరమై,అవసరమై,Yes
tera,తెర,తెరా,No
gurtistundannaaru,గుర్తిస్తున్నదన్నా,గుర్తిస్తుందన్నారు,No
haveli,హవేలీ,హావేలి,No
yuddhaalu,యుద్ధాలు,యుద్ధాలు,Yes
sariraa,సరిరా,సరిరా,Yes
draoupadito,ద్రౌపదితో,ద్రూపడితో,No
sarihaddulaloo,సరిహద్దులలో,సరిహద్దులలో,Yes
aalasyam,ఆలస్యం,ఆలస్యం,Yes
vasudevarao,వాసుదేవరావు,వాసుదేవరావు,Yes
luna,లూనా,లునా,No
departchar,డిపార్చర్,డేపార్చర్చర్,No
ainappataki,ఐనప్పటికీ,ఇనైప్పటకి,No
aamodincharu,ఆమోదించారు,ఆమోదించారు,Yes
perugudala,పెరుగుదల,పెరుగుదల,Yes
whitaker,విటేకర్,విటాకర్,No
charita,చరిత,చరిత,Yes
gurraniki,గుర్రానికి,గుర్రానికి,Yes
chitraranga,చిత్రరంగ,చిత్రరంగ,Yes
infobeans,ఇన్ఫోబీన్స్,ఇన్ఫోబెన్స్,No
neramga,నేరంగా,నేరంగా,Yes
thippadam,తిప్పడం,తిప్పడం,Yes
ansari,అన్సారీ,అన్సారి,No
austrelialoni,ఆస్ట్రేలియాలోని,ఆస్టెరిలియలోని,No
industrial,ఇండస్ట్రియల్,ఇండస్ట్రిషిల్,No
rasaru,రాసారు,రాసారు,Yes
guntur,గుంటూర్,గుంటూర్,Yes
grandhaalayaalanu,గ్రంథాలయాలను,గ్రంధాలయాలను,No
sandarbhamuna,సందర్భమున,సందర్భమున,Yes
sanniveshaallo,సన్నివేశాల్లో,సన్నివేశాల్లో,Yes
kutraku,కుట్రకు,కుత్రకు,No
vellipoyaademo,వెళ్లిపోయాడేమో,వెళ్లిపోయాడేమో,Yes
infraprojects,ఇన్ఫ్రాప్రాజెక్ట్స,ఇన్ఫ్రార్జెక్ట్స్,No
kaasiki,కాశీకి,కాసికి,No
nadu,నాడు,నదు,No
mede,మేడే,మేదే,No
chaturvedi,చతుర్వేది,చతుర్వేది,Yes
bhagalalo,భాగాలలో,భాగాలలో,Yes
alochanato,ఆలోచనతో,ఆలోచనతో,Yes
nucleus,న్యూక్లియస్,న్యూక్లిస్,No
vootam,వూతం,వూటం,No
amerikanla,అమెరికన్ల,అమెరికన్ల,Yes
heeroyin,హీరోయిన్,హీరోయిన్,Yes
himatsingka,హిమ్మత్సింగ్కా,హిమాట్సింగగక,No
sastravetta,శాస్త్రవేత్త,శాస్త్రవేత్త,Yes
reliance,రిలయన్స్,రీలియన్స్,No
randolph,రాండోల్ఫ్,రండోల్ఫ్,No
sruti,శ్రుతి,సృతూ,No
vetanam,వేతనం,వేతనం,Yes
prakrutishaastra,ప్రకృతిశాస్త్ర,ప్రకృతిష్సాత్ర,No
ravo,రావో,రావో,Yes
leach,లీచ్,లీచ్,Yes
kamarhati,కమర్హటి,కమర్హతి,No
savaranani,సవరణని,సవరణని,Yes
uttharayanam,ఉత్తరాయణము,ఉత్తరాయణం,No
nuuthanamgaa,నూతనంగా,నూతనంగా,Yes
caritrakarul,చరిత్రకారుల,కారిత్రకారుల్,No
sankshobhaniki,సంక్షోభానికి,సంక్షోభానికి,Yes
cheyalekapotunnaamante,చేయలేకపోతున్నామంటే,చేయలేకపోతున్నామంటే,Yes
guravutunnappatiki,గురవుతున్నప్పటికి,గురవుతున్నప్పటికీ,No
south,సౌత్,సౌత్,Yes
pramaanhaalloo,ప్రమాణాల్లో,ప్రమాహాల్లో,No
bjploki,బీజేపీలోకి,బిజ్లోకి,No
soubhari,సౌభరి,సౌభారి,No
laagadam,లాగడం,లాగడం,Yes
parween,పర్వీన్,పార్వీన్,No
kavithalanu,కవితలను,కవితలను,Yes
mana,మాన,మనా,No
chennai,చెన్నై,చెన్నాయి,No
parishodhistunnaarani,పరిశోధిస్తున్నారని,పరిశోధిస్తున్నారని,Yes
cheshaayani,చేశాయని,చేషాయని,No
emmelyelapai,ఎమ్మెల్యేలపై,ఎమ్మెల్యేలపై,Yes
peethaanni,పీఠాన్ని,పీఠాన్ని,Yes
matastula,మతస్తుల,మతస్తుల,Yes
pakkuna,పక్కున,పక్కున,Yes
tolagipotaayi,తొలగిపోతాయి,తొలగిపోతాయి,Yes
varasaloe,వరసలో,వరసలో,Yes
thanakuu,తనకూ,తనకూ,Yes
picca,పిక్క,పిక్కా,No
perth,పెర్త్,పెర్త్,Yes
belide,బిలైడ్,బెలిడే,No
cousin,కజిన్,కౌనిన్,No
sheboygan,షెబోయ్గన్,శేబోగాన్,No
rojurojukoo,రోజురోజుకూ,రోజురూజుకో,No
micqey,మిక్కీ,మిక్కీ,Yes
buddha,బుద్ధ,బుద్ధా,No
fasteners,ఫాస్టెనర్స్,ఫాస్టెననెర్స్,No
tanikhi,తనిఖీ,తనిఖీ,Yes
gauravaalundi,గౌరవాలుండి,గౌరవాలుంది,No
vaarikee,వారికీ,వారికీ,Yes
udhampur,ఉధమ్పూర్,ఉథంపూర్,No
yuvata,యువత,యువత,Yes
khaaleelu,ఖాళీలు,ఖాలీలు,No
saarinchaaru,సారించారు,సారించారు,Yes
escondido,ఎస్కోండిడో,ఎస్కోండిదో,No
pooshinchaaru,పోషించారు,పోషించారు,Yes
madhya,మధ్య,మధ్య,Yes
dhanaguptudu,ధనగుప్తుడు,ధనగుప్తుడు,Yes
assam,అస్సాం,అస్సం,No
chitranshi,చిత్రాంశీ,చిత్రన్షి,No
samchaara,సంచార,సంచార,Yes
mrutiki,మృతికి,మృతికి,Yes
soochikalanu,సూచికలను,సూచికలను,Yes
subhratha,శుభ్రత,శుభ్రత,Yes
praatipadikapie,ప్రాతిపదికపై,ప్రాతిపడికపే,No
rehman,రెహ్మాన్,రెహ్మాన్,Yes
dunwoody,డన్వుడీ,దున్వుడి,No
unnanthavaraku,ఉన్నంతవరకూ,ఉన్నంతవరకు,No
granthaalayyalanu,గ్రంథాలయాలను,గ్రంథాలయ్యలను,No
kechap,కెచప్,కెచాప్,No
janapadham,జానపదం,జనపదం,No
aajaad,ఆజాద్,ఆజాడ్,No
sing,సింగ్,సింగ్,Yes
ujjain,ఉజ్జయిన్,ఉజ్జైన్,No
dharsanaaniki,దర్శనానికి,ధర్సనానికి,No
vikram,విక్రమ్,విక్రమం,No
ander,అండర్,ఆండర్,No
avetar,అవతార్,అవేటర్,No
agnyapinchina,ఆజ్ఞాపించిన,అన్ఞపించిన,No
maartial,మార్షల్,మార్షియల్,No
aranyamloo,అరణ్యంలో,అరణ్యంలో,Yes
tejaswini,తేజస్విని,తేజస్వినీ,No
nipunudu,నిపుణుడు,నిపునుడు,No
suukti,సూక్తి,సూక్తి,Yes
anveshisthuu,అన్వేషిస్తూ,అన్వేషిస్తూ,Yes
srinagar,శ్రీనగర్,శ్రీనారగ్,No
jaaree,జారీ,జారీ,Yes
lucie,లూసీ,లూసీ,Yes
rakanganuu,రకంగానూ,రకకంగూూ,No
vishnuvunu,విష్ణువును,విష్ణువును,Yes
varavararao,వరవరరావు,వరవరారావు,No
tharamgaalanu,తరంగాలను,తరంగాలను,Yes
maaruteeravu,మారుతీరావు,మారుతీరావు,Yes
vyavaharinche,వ్యవహరించే,వ్యవహరించే,Yes
balopetamavutunnaayi,బలోపేతమవుతున్నాయి,బలోపేతమవుతున్నాయి,Yes
dubey,దుబెయ్,డ్యుబీ,No
praatipadikagaa,ప్రాతిపదికగా,ప్రాతిపదికగా,Yes
palachani,పలచని,పలచాని,No
francisco,ఫ్రాన్సిస్కో,ఫ్రాన్స్కో,No
pattukuntunnappatikee,పట్టుకుంటున్నప్పటి,పట్టుకుంటున్నప్పటికీ,No
tidipiloki,టీడీపీలోకి,తిడిపిలోకి,No
agnani,అజ్ఞాని,అజ్నాని,No
aahvaanaalu,ఆహ్వానాలు,ఆహ్వానాలు,Yes
viramana,విరమణ,విరమణ,Yes
mundumaataloo,ముందుమాటలో,ముందుమాతలో,No
betaala,బేతాళ,బేటాల,No
maruti,మారుతి,మారుతి,Yes
kavayitriga,కవయిత్రిగా,కవయిత్రిగా,Yes
krishna,కృష్ణ,కృష్ణ,Yes
aidellake,అయిదేళ్లకే,ఐదిళ్ళకే,No
prathibimba,ప్రతిబింబ,ప్రతిిింబా,No
mostunnappude,మోస్తున్నప్పుడే,మోస్తున్నప్పుడే,Yes
macon,మేకన్,మాకోన్,No
aasaya,ఆశయ,ఆశయ,Yes
yenatikii,ఏనాటికీ,యెనతికీ,No
robins,రాబిన్స్,రోబిన్స్,No
neethi,నీతి,నీతి,Yes
laabhadaayakamaina,లాభదాయకమైన,లాభదాయకమైన,Yes
airtel,ఎయిర్టెల్,ఐర్రెల్,No
manushya,మనుష్య,మనుష్య,Yes
anaparthi,అనపర్తి,అనపర్తి,Yes
arthamloo,అర్థంలో,అర్థంలో,Yes
yakima,యాకిమా,యకిమ,No
bodhimchadaaniki,బోధించడానికి,బోధించడానికి,Yes
patan,పటాన్,పతాన్,No
sastrachikitsaloe,శస్త్రచికిత్సలో,శస్తర్చికిత్సలో,No
maikrofloraanu,మైక్రోఫ్లోరాను,మైక్రోఫ్లోరాను,Yes
dhanyam,ధాన్యం,ధన్యామ్,No
morrison,మారిసన్,మొరిశనన్,No
pooritha,పూరిత,పూరిత,Yes
pakisthan,పాకిస్థాన్,పాకిస్థాన్,Yes
telangana,తెలంగాణా,తేలంగణ,No
arthamlo,అర్థంలో,అర్థంలో,Yes
roogaanni,రోగాన్ని,రూగాన్ని,No
kaalakramena,కాలక్రమేణ,కాలక్రమేనా,No
varninchee,వర్ణించీ,వర్ణించే,No
prathibimbam,ప్రతిబింబం,ప్రతిబింబం,Yes
shravanabelagola,శ్రావణబెళగొళ,శ్రవణబబబలోగల,No
conasaaginchanunnaru,కొనసాగించనున్నారు,సనకసాగించనున్నారు,No
raajawwato,రాజవ్వతో,రాజవ్వతో,Yes
abhimaanulee,అభిమానులే,అభిమానులే,Yes
nallapareddi,నల్లపరెడ్డి,నల్లపరెడ్డి,Yes
palapunta,పాలపుంత,పాలుంట,No
cukie,కుకీ,క్యూయ్,No
tanaku,తనకూ,తనకు,No
alavatina,అలవాటైన,అలవటిన,No
vinipistoo,వినిపిస్తూ,వినిపిస్తూ,Yes
yaantrikamaina,యాంత్రికమైన,యాంత్రికమైన,Yes
pragalbhaalu,ప్రగల్భాలు,ప్రగల్భాలు,Yes
krushnaarjunulu,కృష్ణార్జునులు,కృష్ణార్జునులు,Yes
aavaginjantha,ఆవగింజంత,ఆవగింజంత,Yes
chesukuntundannadi,చేసుకుంటుందన్నది,చేసుకుంటుందన్నది,Yes
erpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
cheptoo,చెప్తూ,చెప్తూ,Yes
anneeseeju,అన్నీసీజు,అన్నీసీజు,Yes
praantamuloo,ప్రాంతములో,ప్రాంతములో,Yes
kaalidasu,కాళిదాసు,కాళిదాసు,Yes
pattukunnaamanna,పట్టుకున్నామన్న,పట్టుకున్నామన్న,Yes
amanagaa,ఏమనగా,అమనగా,No
duradrushtakara,దురదృష్టకర,దురదృష్టకర,Yes
samaachaaramlo,సమాచారంలో,సమాచారంలో,Yes
phangal,ఫంగల్,ఫంగాల్,No
bedirimpulaku,బెదిరింపులకు,బెడిరింపులకు,No
samudaayaalu,సముదాయాలు,సముదాయాలు,Yes
ray,రే,రే,Yes
khandince,ఖండించే,ఖ్యాండిన్స్,No
nagaraallo,నగరాల్లో,నగరాల్లో,Yes
pradhanyamgaa,ప్రాధాన్యంగా,ప్రధాన్యంగా,No
kamdaraala,కండరాల,కందరాల,No
malaysiake,మలేషియాకే,మలయిషాయాక్,No
rangamma,రంగమ్మ,రంగమ్మ,Yes
maargadarshakudaina,మార్గదర్శకుడైన,మార్గదర్షకుడైనా,No
cathedral,కేథడ్రల్,కాయేడ్రాల్,No
ane,అనె,అనేనూ,No
avagaahana,అవగాహన,అవగాహన,Yes
briyan,బ్రియాన్,బ్రియన్,No
aavagimjamta,ఆవగింజంత,ఆవగింంజంత,No
panitanam,పనితనం,పనితనం,Yes
steroid,స్టెరాయిడ్,స్ట్రోయిడ్,No
kudinchutundi,కుదించుతుంది,కుదించుతుంది,Yes
iddhari,ఇద్దరి,ఇద్ధరి,No
thappukuntune,తప్పుకుంటూనే,తప్పుకుంటూనే,Yes
