True Input,True Output,My Decoded Output,Matching or Not
aagaledu,ఆగలేదు,ఆగలేదు,Yes
samatulyata,సమతుల్యత,సమతుల్యత,Yes
kaayamu,కాయము,కాయము,Yes
penchutunnaaru,పెంచుతున్నారు,పెంచుతున్నారు,Yes
grishma,గ్రీష్మ,గ్రిష్మా,No
betul,బేతుల్,బిటుల్,No
pramukhulalo,ప్రముఖులలో,ప్రముఖులలో,Yes
raajyasabha,రాజ్యసభ,రాజ్యసభ,Yes
muthyaalanu,ముత్యాలను,ముత్యాలను,Yes
vandina,వండిన,వండిన,Yes
jyaeshta,జ్యేష్ఠ,జ్యేష్టా,No
samchikaku,సంచికకు,సంపికకు,No
vaartalanu,వార్తలను,వార్తలను,Yes
nishtatho,నిష్టతో,నిష్టతో,Yes
jagdalpur,జగ్దల్పుర్,జగగలల్పూర్,No
bhaaryaabhartala,భార్యాభర్తల,భార్యాభర్తల,Yes
aleem,అలీమ్,అలీం,No
kandara,కండర,కందారా,No
finserv,ఫిన్సర్వ్,ఫిన్సర్,No
chesaaru,చేసారు,చేశారు,No
balmer,బల్మెర్,బాల్మెర్,No
ghorangaa,ఘోరంగా,ఘోరంగా,Yes
dongatanaala,దొంగతనాల,దొంతనాల,No
austreliapai,ఆస్ట్రేలియాపై,ఆస్ట్రీలియాపై,No
pachigaanee,పచ్చిగానే,పచిచానీ,No
viswadaabhiraama,విశ్వదాభిరామ,విశ్వాాభిరామ,No
sophiaa,సోఫియా,సోఫియా,Yes
jharkhand,ఝార్ఖండ్,ఘర్ఖాండ్,No
aastreliyaapai,ఆస్ట్రేలియాపై,ఆస్త్రెలియాపై,No
musharu,మూశారు,ముషారు,No
hormonula,హార్మోనుల,హార్మోనుల,Yes
caagitampai,కాగితంపై,కాగితంపై,Yes
prayaninchey,ప్రయాణించే,ప్రానించేయే,No
vistharimpa,విస్తరింప,విస్థరింప,No
sarvumunu,సర్వమును,సర్వుమును,No
jyotsna,జ్యోత్స్న,జ్యోత్స్న,Yes
lalchandani,లల్చందని,లాచ్దంనని,No
anthamavuthundhi,అంతమవుతుంది,అంతమవుతుంది,Yes
rgaanno,ర్గాన్నో,ర్గాన్నో,Yes
pradarsinchukunnaarani,ప్రదర్శించుకున్నార,ప్రదర్శించుకున్నారని,No
dhruveekarana,ధృవీకరణ,ధ్రువరణక,No
atmaga,ఆత్మగా,ఆట్మాగా,No
composites,కాంపోజిట్స్,కాంపోజైట్స్,No
cherukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు,Yes
alankarinchabadi,అలంకరించబడి,అలంకరించబడి,Yes
padatamtho,పడటంతో,పడటంతో,Yes
panchaaraama,పంచారామ,పంచారామ,Yes
fluorochemicals,ఫ్ల్యూరోకెమికల్స్,ఫ్లోరోమెక్మాలిక్స్,No
bommalo,బొమ్మలో,బొమ్మలో,Yes
vartamaanam,వర్తమానం,వర్తమానం,Yes
hess,హెస్,హెస్,Yes
yadhurkonagalanu,ఎదుర్కొనగలను,యధుర్కోగలను,No
amerikan,అమెరికన్,అమెరికన్,Yes
kottayam,కోట్టయం,కొత్తాయం,No
abhimaana,అభిమాన,అభిమాన,Yes
erpadataaniki,ఏర్పడటానికి,ఏర్పడటానికి,Yes
samudrikam,సాముద్రికం,సముద్రికం,No
sainyalatho,సైన్యాలతో,సైన్యాలతో,Yes
nirmoolinchaali,నిర్మూలించాలి,నిర్మూలించాలి,Yes
thippagaanae,తిప్పగానే,తిప్పగానే,Yes
bhopal,భోపాల్,భోపాల్,Yes
bhavincheevaru,భావించేవారు,భావించేవారు,Yes
gray,గ్రే,గ్రే,Yes
strokes,స్ట్రోక్స్,స్ట్రోక్స్,Yes
chathurdha,చతుర్ధ,చతుర్ధ,Yes
aadhaaraalanu,ఆధారాలను,ఆధారాలను,Yes
samsadh,సంసద్,సాంశాధ్,No
redding,రెడ్డింగ్,రెడ్డింగ్,Yes
bhaaratheeyulapai,భారతీయులపై,భారతీయులపై,Yes
kaase,కాసే,కాసె,No
rutu,ఋతు,రుతు,No
sakramamaina,సక్రమమైన,సక్రమైన,No
rasamaya,రసమయి,రామయమ,No
bhavanaalaku,భవనాలకు,భవనాలకు,Yes
astra,అస్త్ర,ఆస్త్ర,No
teesukunnaayi,తీసుకున్నాయి,తీసుకున్నాయి,Yes
prathaaparudhra,ప్రతాపరుద్ర,ప్రతాపాుర్ర,No
haiskululo,హైస్కూలులో,హైస్కులులో,No
pataye,పతయే,పాటయే,No
daarina,దారిన,దారిన,Yes
vidvaamsudu,విద్వాంసుడు,విద్వాంసుడు,Yes
magadu,మగడు,మగగడు,No
cables,కేబుల్స్,క్లబ్ల్స్,No
avannee,అవన్నీ,అవన్నీ,Yes
gloo,గ్లూ,గ్లో,No
challagane,చల్లగానే,చల్లగానే,Yes
aadhwaryamuloo,ఆధ్వర్యములో,ఆధ్వర్యములో,Yes
samchaaramu,సంచారము,సంచారము,Yes
dhaulpur,ధవల్పూర్,థాలుపూర్,No
sulthanulu,సుల్తానులు,సుల్నాులు,No
kadupuloeki,కడుపులోకి,కదుపులోకి,No
daar,దార్,డార్,No
ddhi,ద్ధి,ద్ధి,Yes
vikalaangulu,వికలాంగులు,వికలాంగులు,Yes
domen,డొమైన్,డోమెన్,No
abhyarthulanu,అభ్యర్థులను,అభ్యర్థులను,Yes
aandolanalaku,ఆందోళనలకు,ఆందోళనలకు,Yes
tyagam,త్యాగం,త్యగం,No
deeshi,దేశి,దీజీ,No
avasaramai,అవసరమై,అవసరమై,Yes
tera,తెర,టెరా,No
gurtistundannaaru,గుర్తిస్తున్నదన్నా,గుర్తిస్తుందన్నారు,No
haveli,హవేలీ,హావేలి,No
yuddhaalu,యుద్ధాలు,యుద్ధాలు,Yes
sariraa,సరిరా,సరిరా,Yes
draoupadito,ద్రౌపదితో,ద్రాపపడితో,No
sarihaddulaloo,సరిహద్దులలో,సరిహద్దులలో,Yes
aalasyam,ఆలస్యం,ఆలస్యం,Yes
vasudevarao,వాసుదేవరావు,వాసుదేవరావు,Yes
luna,లూనా,లునా,No
departchar,డిపార్చర్,డిపార్చార్,No
ainappataki,ఐనప్పటికీ,అననప్పటకి,No
aamodincharu,ఆమోదించారు,ఆమోదించారు,Yes
perugudala,పెరుగుదల,పెరుగుదల,Yes
whitaker,విటేకర్,వితాకెర్,No
charita,చరిత,చరిత,Yes
gurraniki,గుర్రానికి,గుర్రానికి,Yes
chitraranga,చిత్రరంగ,చిత్రరంగ,Yes
infobeans,ఇన్ఫోబీన్స్,ఇన్ఫ్బోన్స్,No
neramga,నేరంగా,నేరంగా,Yes
thippadam,తిప్పడం,తిప్పడం,Yes
ansari,అన్సారీ,అన్సారి,No
austrelialoni,ఆస్ట్రేలియాలోని,ఆస్ట్రీలియలోని,No
industrial,ఇండస్ట్రియల్,ఇండస్ట్రియల్,Yes
rasaru,రాసారు,రాశారు,No
guntur,గుంటూర్,గుంటూర్,Yes
grandhaalayaalanu,గ్రంథాలయాలను,గ్రంథాలయాలను,Yes
sandarbhamuna,సందర్భమున,సందర్భమున,Yes
sanniveshaallo,సన్నివేశాల్లో,సన్నివేశాల్లో,Yes
kutraku,కుట్రకు,కుత్రకు,No
vellipoyaademo,వెళ్లిపోయాడేమో,వెళ్లిపోయాడేమో,Yes
infraprojects,ఇన్ఫ్రాప్రాజెక్ట్స,ఇన్ఫ్రాజ్రోజాక్ట్స్,No
kaasiki,కాశీకి,కాసికి,No
nadu,నాడు,నడు,No
mede,మేడే,మేదే,No
chaturvedi,చతుర్వేది,చతుర్వేది,Yes
bhagalalo,భాగాలలో,భాగాలలో,Yes
alochanato,ఆలోచనతో,ఆలోచనతో,Yes
nucleus,న్యూక్లియస్,న్యూక్లియస్,Yes
vootam,వూతం,వూతం,Yes
amerikanla,అమెరికన్ల,అమెరికన్ల,Yes
heeroyin,హీరోయిన్,హీరోయిన్,Yes
himatsingka,హిమ్మత్సింగ్కా,హిమస్టింగ్క,No
sastravetta,శాస్త్రవేత్త,శస్త్రవేత్త,No
reliance,రిలయన్స్,రెలియన్స్,No
randolph,రాండోల్ఫ్,రాండోఫ్ల్,No
sruti,శ్రుతి,శృరు,No
vetanam,వేతనం,వేతనం,Yes
prakrutishaastra,ప్రకృతిశాస్త్ర,ప్రకృత్తాశ్ర్ర్త,No
ravo,రావో,రావో,Yes
leach,లీచ్,లీచ్,Yes
kamarhati,కమర్హటి,కమర్హతి,No
savaranani,సవరణని,సవరణనని,No
uttharayanam,ఉత్తరాయణము,ఉత్తరాయణం,No
nuuthanamgaa,నూతనంగా,నూతనంగా,Yes
caritrakarul,చరిత్రకారుల,కరిత్రకార్్,No
sankshobhaniki,సంక్షోభానికి,సంక్షోభనికి,No
cheyalekapotunnaamante,చేయలేకపోతున్నామంటే,చేయలేకపోతున్నామంటే,Yes
guravutunnappatiki,గురవుతున్నప్పటికి,గురవుతున్నప్పటికీ,No
south,సౌత్,సౌత్,Yes
pramaanhaalloo,ప్రమాణాల్లో,ప్రమాణాల్లో,Yes
bjploki,బీజేపీలోకి,బెజ్పోలికి,No
soubhari,సౌభరి,సౌభరి,Yes
laagadam,లాగడం,లాగడం,Yes
parween,పర్వీన్,పార్వీన్,No
kavithalanu,కవితలను,కవితలను,Yes
mana,మాన,మానా,No
chennai,చెన్నై,చెన్నాయి,No
parishodhistunnaarani,పరిశోధిస్తున్నారని,పరిశోషిస్తున్నారని,No
cheshaayani,చేశాయని,చేశాయని,Yes
emmelyelapai,ఎమ్మెల్యేలపై,ఎమ్మెల్లేలపై,No
peethaanni,పీఠాన్ని,పీఠాన్ని,Yes
matastula,మతస్తుల,మతస్తుల,Yes
pakkuna,పక్కున,పక్కున,Yes
tolagipotaayi,తొలగిపోతాయి,తొలగిపోతాయి,Yes
varasaloe,వరసలో,వరసాలో,No
thanakuu,తనకూ,తనకూ,Yes
picca,పిక్క,పిక్కా,No
perth,పెర్త్,పెర్త్,Yes
belide,బిలైడ్,బెలిదే,No
cousin,కజిన్,కూసిన్,No
sheboygan,షెబోయ్గన్,షేబోగన్,No
rojurojukoo,రోజురోజుకూ,రోజురోజుకో,No
micqey,మిక్కీ,మైక్సీ,No
buddha,బుద్ధ,బుద్ధ,Yes
fasteners,ఫాస్టెనర్స్,ఫాస్టెనర్స్,Yes
tanikhi,తనిఖీ,తనిఖి,No
gauravaalundi,గౌరవాలుండి,గౌరవాలుంది,No
vaarikee,వారికీ,వారికీ,Yes
udhampur,ఉధమ్పూర్,ఉహంపూూర్,No
yuvata,యువత,యువత,Yes
khaaleelu,ఖాళీలు,ఖాలీలు,No
saarinchaaru,సారించారు,సారించారు,Yes
escondido,ఎస్కోండిడో,ఎక్సండిడో,No
pooshinchaaru,పోషించారు,పోషించారు,Yes
madhya,మధ్య,మధధ్య,No
dhanaguptudu,ధనగుప్తుడు,ధనగుప్తుడు,Yes
assam,అస్సాం,అస్సం,No
chitranshi,చిత్రాంశీ,చిత్రాంషి,No
samchaara,సంచార,సంచార,Yes
mrutiki,మృతికి,మృతికి,Yes
soochikalanu,సూచికలను,సూచికలను,Yes
subhratha,శుభ్రత,సుబ్రత,No
praatipadikapie,ప్రాతిపదికపై,ప్రాటిపదికపై,No
rehman,రెహ్మాన్,రెహ్మన్,No
dunwoody,డన్వుడీ,దున్వూడీ,No
unnanthavaraku,ఉన్నంతవరకూ,ఉన్నతతవరకు,No
granthaalayyalanu,గ్రంథాలయాలను,గ్రంథాలయ్యాలను,No
kechap,కెచప్,కెచాప్,No
janapadham,జానపదం,జనపడం,No
aajaad,ఆజాద్,ఆజాద్,Yes
sing,సింగ్,సింగ్,Yes
ujjain,ఉజ్జయిన్,ఉజ్జైన్,No
dharsanaaniki,దర్శనానికి,ధర్శనానికి,No
vikram,విక్రమ్,విక్రం,No
ander,అండర్,ఆందెర్,No
avetar,అవతార్,అవేతర్,No
agnyapinchina,ఆజ్ఞాపించిన,అం్యనిపించిన,No
maartial,మార్షల్,మార్టియల్,No
aranyamloo,అరణ్యంలో,అరణ్యంలో,Yes
tejaswini,తేజస్విని,తేజస్విని,Yes
nipunudu,నిపుణుడు,నిపునుడు,No
suukti,సూక్తి,సూక్తి,Yes
anveshisthuu,అన్వేషిస్తూ,అన్వేశిస్తూ,No
srinagar,శ్రీనగర్,శ్రీనగర్,Yes
jaaree,జారీ,జారీ,Yes
lucie,లూసీ,లుకియ,No
rakanganuu,రకంగానూ,రకంగనూ,No
vishnuvunu,విష్ణువును,విష్ణువును,Yes
varavararao,వరవరరావు,వావరారావు,No
tharamgaalanu,తరంగాలను,తరగంగాలను,No
maaruteeravu,మారుతీరావు,మారుతీరవు,No
vyavaharinche,వ్యవహరించే,వ్యవహరించే,Yes
balopetamavutunnaayi,బలోపేతమవుతున్నాయి,బలోపీతమవుతున్నాయి,No
dubey,దుబెయ్,దుబేయ్,No
praatipadikagaa,ప్రాతిపదికగా,ప్రాతిపదికగా,Yes
palachani,పలచని,పాలచని,No
francisco,ఫ్రాన్సిస్కో,ఫ్రాన్సిక్సో,No
pattukuntunnappatikee,పట్టుకుంటున్నప్పటి,పట్టుకున్నప్పటికీ,No
tidipiloki,టీడీపీలోకి,తిడిపోలికి,No
agnani,అజ్ఞాని,అగ్నని,No
aahvaanaalu,ఆహ్వానాలు,ఆహ్వాణాలు,No
viramana,విరమణ,విరమాన,No
mundumaataloo,ముందుమాటలో,ముండుమాటలో,No
betaala,బేతాళ,బెతాల,No
maruti,మారుతి,మరుటి,No
kavayitriga,కవయిత్రిగా,కవయిత్రిగా,Yes
krishna,కృష్ణ,క్రీన్నా,No
aidellake,అయిదేళ్లకే,ఐదేళ్ళకే,No
prathibimba,ప్రతిబింబ,ప్రతిబింబా,No
mostunnappude,మోస్తున్నప్పుడే,మోస్తున్నప్పుడే,Yes
macon,మేకన్,మాకోన్,No
aasaya,ఆశయ,ఆశయా,No
yenatikii,ఏనాటికీ,యేణాటికీ,No
robins,రాబిన్స్,రోబిన్స్,No
neethi,నీతి,నీతి,Yes
laabhadaayakamaina,లాభదాయకమైన,లాభదాయకమైన,Yes
airtel,ఎయిర్టెల్,ఎరిట్లెల్,No
manushya,మనుష్య,మనుష్య,Yes
anaparthi,అనపర్తి,అనపపర్తి,No
arthamloo,అర్థంలో,అర్థంలో,Yes
yakima,యాకిమా,యాకిమా,Yes
bodhimchadaaniki,బోధించడానికి,బోధించడానికి,Yes
patan,పటాన్,పటాన్,Yes
sastrachikitsaloe,శస్త్రచికిత్సలో,శాస్తరికిిత్సలో,No
maikrofloraanu,మైక్రోఫ్లోరాను,మైకోర్ఫ్లోరాను,No
dhanyam,ధాన్యం,ధన్యం,No
morrison,మారిసన్,మోర్ర్సన్,No
pooritha,పూరిత,పూరిత,Yes
pakisthan,పాకిస్థాన్,పాకిస్థనన్,No
telangana,తెలంగాణా,తెలంగన,No
arthamlo,అర్థంలో,అర్థంలో,Yes
roogaanni,రోగాన్ని,రోగాన్ని,Yes
kaalakramena,కాలక్రమేణ,కాలక్రమేనా,No
varninchee,వర్ణించీ,వర్ణించే,No
prathibimbam,ప్రతిబింబం,ప్రతిబింబం,Yes
shravanabelagola,శ్రావణబెళగొళ,శ్రవణబేేగలోగల,No
conasaaginchanunnaru,కొనసాగించనున్నారు,కొనసాగించనున్నారు,Yes
raajawwato,రాజవ్వతో,రాజావతావో,No
abhimaanulee,అభిమానులే,అభిమానులే,Yes
nallapareddi,నల్లపరెడ్డి,నల్లపరెడ్డి,Yes
palapunta,పాలపుంత,పాలపుంట,No
cukie,కుకీ,కుకిఐ,No
tanaku,తనకూ,తనకు,No
alavatina,అలవాటైన,అలవతిన,No
vinipistoo,వినిపిస్తూ,వినిపిస్తూ,Yes
yaantrikamaina,యాంత్రికమైన,యాంత్రికమైన,Yes
pragalbhaalu,ప్రగల్భాలు,ప్రగలభాలు,No
krushnaarjunulu,కృష్ణార్జునులు,కృష్ణారాజ్ఞులు,No
aavaginjantha,ఆవగింజంత,ఆవగంజంజ,No
chesukuntundannadi,చేసుకుంటుందన్నది,చేసుకుంటుందన్నది,Yes
erpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
cheptoo,చెప్తూ,చెప్తూ,Yes
anneeseeju,అన్నీసీజు,అన్నీజీజు,No
praantamuloo,ప్రాంతములో,ప్రాంతములో,Yes
kaalidasu,కాళిదాసు,కాలిదాసు,No
pattukunnaamanna,పట్టుకున్నామన్న,పట్టుకున్నామన్న,Yes
amanagaa,ఏమనగా,అమనగా,No
duradrushtakara,దురదృష్టకర,దురదృష్టకర,Yes
samaachaaramlo,సమాచారంలో,సమాచారంలో,Yes
phangal,ఫంగల్,ఫాంగల్,No
bedirimpulaku,బెదిరింపులకు,బెదిరింపులకు,Yes
samudaayaalu,సముదాయాలు,సముదాయాలు,Yes
ray,రే,రేరీ,No
khandince,ఖండించే,ఖాండింస్,No
nagaraallo,నగరాల్లో,నగరాల్లో,Yes
pradhanyamgaa,ప్రాధాన్యంగా,ప్రధాన్యంగా,No
kamdaraala,కండరాల,కందరాల,No
malaysiake,మలేషియాకే,మలాసియాకే,No
rangamma,రంగమ్మ,రంగమ్మ,Yes
maargadarshakudaina,మార్గదర్శకుడైన,మార్గదర్శకుడైన,Yes
cathedral,కేథడ్రల్,కథెత్రాల్,No
ane,అనె,అనేయ్,No
avagaahana,అవగాహన,అవగాహన,Yes
briyan,బ్రియాన్,బ్రియన్,No
aavagimjamta,ఆవగింజంత,ఆవగంజంత,No
panitanam,పనితనం,పనితనం,Yes
steroid,స్టెరాయిడ్,స్టెరోడ్,No
kudinchutundi,కుదించుతుంది,కుదించుతుంది,Yes
iddhari,ఇద్దరి,ఇద్ధరి,No
thappukuntune,తప్పుకుంటూనే,తపుపుకుంటూనే,No
insurance,ఇన్సూరెన్స్,ఇన్సూరాన్స్,No
kheda,ఖేద,ఖేడా,No
greer,గ్రీర్,గ్రీర్,Yes
mamdha,మంద,మంద,Yes
anugrahistaayi,అనుగ్రహిస్తాయి,అనుగ్రహిస్తాయి,Yes
nagaur,నాగౌర్,నాగూర్,No
dhaman,థమన్,ధామన్,No
shantiniketan,శాంతినికేతన్,శాన్తినెకన్,No
ematram,ఏమాత్రం,ఏమాత్రం,Yes
ayipoyindannaaru,అయిపోయిందన్నారు,అయిపోయిందన్నారు,Yes
polyplex,పోలీప్లెక్స్,పోలిప్లెక్స్,No
raamaayanam,రామాయణం,రామాయణం,Yes
maanthrika,మాంత్రిక,మాంత్రిక,Yes
singana,సింగన,సింగనా,No
daasii,దాసీ,దాసీ,Yes
mayday,మేడే,మాదేయ్,No
daldovaa,దల్దోవా,దాల్దోవా,No
breweries,బ్రీఎరీస్,బ్రెవరీస్,No
somavaramu,సోమవారము,సోమవరము,No
satin,సాటిన్,సటిన్,No
juustnnai,జూస్తున్నాయి,జూస్త్ననయి,No
sikshanaku,శిక్షణకు,శిక్షణకు,Yes
dayyalu,దయ్యాలు,దయ్యాలు,Yes
brahmapur,బ్రహ్మపూర్,బ్రహ్మాపూర్,No
caarbon,కార్బన్,కాల్బోన్,No
ayitene,అయితేనే,అయిటెనే,No
bhoobhaagaaniki,భూభాగానికి,భోభాగానికి,No
jimmi,జిమ్మీ,జిమ్మి,No
pettubadulaku,పెట్టుబడులకు,పెట్టుబడులకు,Yes
rungta,రంగ్తా,రుంగ్ట,No
vayasulonu,వయసులోనూ,వయసులోను,No
pastha,పాస్తా,పస్త,No
vidyaarthulo,విద్యార్థులో,విద్యార్థులో,Yes
terakekkutondi,తెరకెక్కుతోంది,తెరకెక్కుతోంది,Yes
ayipotunna,అయిపోతున్న,అయిపోతున్న,Yes
komik,కామిక్,కోమిక్,No
pennii,పెన్నీ,పెన్నీ,Yes
samchikaloo,సంచికలో,సంచికలూ,No
indur,ఇండోర్,ఇందూర్,No
projekt,ప్రాజెక్ట్,ప్రోజెక్ట్,No
carbon,కార్బన్,కార్బోన్,No
vesaadu,వేసాడు,వేసాడు,Yes
kayadaniki,కాయడానికి,కాయాడానికి,No
singh,సింగ్,సింగ్,Yes
sanchikaku,సంచికకు,సంచికకు,Yes
dadhiichi,దధీచి,దాధిచి,No
balaparachadamto,బలపరచడంతో,బలపరచడంతో,Yes
manhattan,మాన్హాటన్,మాహనత్టాన్,No
eedchukuveltunnaaru,ఈడ్చుకువెళ్తున్నార,ఈడ్చుకువెళ్తున్నారు,No
kadhapadam,కదపడం,కాధపడం,No
varthamaanam,వర్తమానం,వర్తమానం,Yes
samaachaaramlooni,సమాచారంలోని,సమాచారంలోని,Yes
oravadini,ఒరవడిని,ఒరవడిని,Yes
nirvachinchina,నిర్వచించిన,నిర్వచించిన,Yes
minneapolis,మినియాపులిస్,మిన్నెపోలిస్,No
teesukelutunnaaru,తీసుకెళుతున్నారు,తీసుకెళుతున్నారు,Yes
ivi,ఇవీ,ఇవి,No
vumtaayi,వుంటాయి,వుంటాయి,Yes
kolichi,కొలిచి,కొలిచ్చి,No
asoem,అసోం,అశోమ్,No
karaikal,కరైకల్,కరైకల్,Yes
phoenix,ఫోనిక్స్,ఫోనిక్స్,Yes
mandalamulooni,మండలములోని,మండలములోని,Yes
kanpinchaayannaaru,కన్పించాయన్నారు,కన్పించాయన్నారు,Yes
affle,అఫిల్,ఆఫ్ల్,No
varninchaaru,వర్ణించారు,వర్ణించారు,Yes
sobhan,శోభన్,శోభన్,Yes
tatvavaetta,తత్వవేత్త,తత్వవేత్త,Yes
marutirao,మారుతీరావు,మారుతిరావు,No
virigi,విరిగి,విరిగి,Yes
thara,తర,తారా,No
quick,క్విక్,క్చిక్,No
datacom,డేటాకామ్,దాటకోమ్,No
samkramanam,సంక్రమణం,సంక్రమణం,Yes
jagu,జాగు,జాగు,Yes
nishthooramo,నిష్ఠూరమో,నిష్టూరమో,No
bhawanalanu,భవనాలను,భవణాలను,No
ichchaapuram,ఇచ్ఛాపురం,ఇచ్చాపురం,No
dattaatreyudu,దత్తాత్రేయుడు,దత్తాత్రేయుడు,Yes
upayoginchani,ఉపయోగించని,ఉపయోగించని,Yes
challagaane,చల్లగానే,చల్లగానే,Yes
raayigaa,రాయిగా,రాయిగా,Yes
ardhamtoe,అర్థంతో,అర్ధంతో,No
rekethisthai,రేకెత్తిస్తాయి,రేకితస్్యై,No
yatha,యథా,యాత,No
velthundaga,వెళ్తుండగా,వేళ్తుండగా,No
vyavaharistunnaadani,వ్యవహరిస్తున్నాడని,వ్యవహరిస్తున్నాడని,Yes
ramayanamlo,రామాయణంలో,రామాయణంలో,Yes
kottukunee,కొట్టుకునే,కొట్టుకునే,Yes
chandernagore,చండెర్ణగొరే,చందన్నగోర్,No
kalagajesukontaarani,కలుగజేసుకొంటారని,కలగజేసుకొంటారని,No
chesukolekapotunnaadu,చేసుకోలేకపోతున్నాడ,చేసుకోలేకపోతున్నాడు,No
education,ఎడ్యుకేషన్,ఏడుకేషన్,No
vindhya,వింధ్య,వింధ్య,Yes
inthaku,ఇంతకు,ఇంతకు,Yes
vyoohaatmakangaa,వ్యూహాత్మకంగా,వ్యోహాతత్మకగా,No
vimarshistunnaav,విమర్శిస్తున్నావ్,విమర్షిస్తున్నావ్,No
reddy,రెడ్డి,రెడ్డి,Yes
uttar,ఉత్తర్,ఉత్తర్,Yes
chachhaaru,చచ్చారు,చచ్చారు,Yes
satyamoorti,సత్యమూర్తి,సత్యమూర్తి,Yes
prayaanhikulanu,ప్రయాణికులను,ప్రయాణికులను,Yes
mahaavishnuvu,మహావిష్ణువు,మహావిష్ణువు,Yes
vibhudi,విభూది,విభుడి,No
krishnanagar,కృష్ణానగర్,కృష్ణానార్,No
aaharamuloo,ఆహారములో,ఆహరములో,No
yekkinchukuntunnatlu,ఎక్కించుకుంటున్నట్,యక్కించుకుంటున్నట్లు,No
kalyaanam,కల్యాణం,కల్యానం,No
sulthanu,సుల్తాను,సుల్తను,No
ishtaaniki,ఇష్టానికి,ఇష్టానికి,Yes
yajamanulaku,యజమానులకు,యజమానులకు,Yes
malayali,మలయాళ,మలాయలి,No
veyinchalekapoyaarani,వేయించలేకపోయారని,వేయించలేకపోయారని,Yes
bristol,బ్రిస్టల్,బ్రిస్టోల్,No
namunalu,నమూనాలు,నమునలు,No
paastaa,పాస్తా,పాస్తా,Yes
pasadena,పాసదేనా,పాాడేనా,No
muncipal,మున్సిపల్,మన్నిపల్,No
sugar,సుగర్,సుగార్,No
septembar,సెప్టెంబర్,సెప్టెంబర్,Yes
chithraranga,చిత్రరంగ,చిత్రరంగ,Yes
aadhikyamloe,ఆధిక్యంలో,ఆహిక్యంలో,No
shivastava,షివాస్తవ,శివస్తావా,No
mali,మాలి,మలి,No
vaidhyamlo,వైద్యంలో,వైద్యంలో,Yes
sagamlo,సగంలో,సగంలో,Yes
bhayamgaa,భయంగా,భయంగా,Yes
rushini,ఋషిని,రుశిని,No
tolaginchalekapotunnaayi,తొలగించలేకపోతున్నా,తొలగించలేకపోతున్నాయి,No
hydrocaarba,హైడ్రోకార్బ,హెర్రోక్రార్బా,No
ucchaarana,ఉచ్ఛారణ,ఉచ్చారన,No
sayreville,సేయర్విల్,సారేవిల్లే,No
deeshaanni,దేశాన్ని,దీశాన్ని,No
marsh,మార్ష్,మార్ష్,Yes
konasaaginchakoodadanna,కొనసాగించకూడదన్న,కొనసాగించకూడదనన,No
bodhinchaadu,బోధించాడు,బోధించాడు,Yes
acid,యాసిడ్,అసిడ్,No
vennumuka,వెన్నుముక,వెన్నుముక,Yes
thiruvananthapuram,తిరువనంతపురం,తిరువానతాపురం,No
sulthanula,సుల్తానుల,సుల్థనుల,No
bossier,బోసియర్,బోసిరర్,No
tattukunae,తట్టుకునే,తట్టుకునే,Yes
rajamata,రాజమాత,రాజమత,No
pricol,ప్రికాల్,ప్రికోల్,No
sirala,సిరల,సిరాలా,No
gangwar,గ్యాంగ్వార్,గాంగ్వార్,No
caalendar,కాలెండర్,కాలెందర్,No
sultanpur,సుల్తాన్పూర్,సున్టాపూర్,No
lucky,లక్కీ,లుక్,No
thayaaryna,తయారైన,తయారీన,No
doopideeni,దోపిడీని,దూపిడీని,No
taimar,టైమర్,తైమర్,No
amanusha,అమానుష,అనానుష,No
kathalanu,కధలను,కథలను,No
maarkendeyudi,మార్కెండేయుడి,మార్కెండేయుడి,Yes
noukaayaana,నౌకాయాన,నౌకాయాన,Yes
mithaaleeke,మిథాలీకే,మిఠాలీకే,No
kay,కే,కేయ్,No
cheruvalo,చేరువలో,చెరువలో,No
yuvar,యువర్,యువర్,Yes
lagu,లగు,లాగు,No
jaavedh,జావేద్,జావేద్,Yes
adugupettaalsina,అడుగుపెట్టాల్సిన,అడుగుపెట్టాల్సిన,Yes
wilkerson,విల్కర్సన్,విలర్క్సన్,No
veluvadinaventane,వెలువడినవెంటనే,వెలువడినవేంటనే,No
mahoney,మహోని,మాోోనీ,No
maedhassunu,మేధస్సును,మేధస్సును,Yes
shaji,షాజీ,షాజి,No
sirohi,సిరోహి,సిరోహి,Yes
aadhaaramtho,ఆధారంతో,ఆధారంతో,Yes
kathina,కఠిన,కథిన,No
rasenduku,రాసేందుకు,రామేందుకు,No
mavuthundi,మవుతుంది,మవుతుంది,Yes
mandadi,మండడి,మండడి,Yes
espinoza,ఎస్పినోజా,ఎస్పినోజా,Yes
kart,కార్ట్,కార్ట్,Yes
vahimchuta,వహించుట,వహించుట,Yes
prayaanhikulu,ప్రయాణికులు,ప్రయాణికులు,Yes
caryalapai,చర్యలపై,కర్యాలపై,No
kri,క్రీ,క్రి,No
dhullii,ఢిల్లీ,థుల్లీ,No
mantakalustunnaayi,మంటకలుస్తున్నాయి,మంతకలుస్తున్నాయి,No
bheemili,భీమిలి,భీమిలి,Yes
fond,ఫాండ్,ఫోండ్,No
nmdc,ఎన్నెమ్డీసీ,నీఎండీసీ,No
